key
-able
"-acho, cha"
"lidiadero, ra"
"lidiador, ra"
"lidio, dia"
"lidioso, sa"
"liechtensteiniano, na"
"liego, ga"
"liento, ta"
"lientérico, ca"
"ligado, da"
"ligador, ra"
"ligamentario, ria"
"ligamentoso, sa"
"ligatorio, ria"
"ligero, ra"
"lignario, ria"
"ligoso, sa"
"liguano, na"
"liguero, ra"
"ligurino, na"
"ligustrino, na"
"ligón, na"
"ligústico, ca"
"lijo, ja"
"lijoso, sa"
"liliáceo, a"
"limador, ra"
"limarino, na"
"limero, ra"
"limeño, ña"
"limitado, da"
"limitador, ra"
"limitativo, va"
"limitáneo, a"
"limonado, da"
"limonero, ra"
"limosnadero, ra"
"limosnador, ra"
"limosnero, ra"
"limoso, sa"
"limosín, na"
"limpiador, ra"
"limpio, pia"
"limpión, na"
"linajudo, da"
"linceo, a"
"lindero, ra"
"lindo, da"
"linero, ra"
"linfático, ca"
"lingüístico, ca"
"liniero, ra"
"linternero, ra"
"lináceo, a"
"liofilizador, ra"
"lionés, sa"
"lioso, sa"
"lipemaniaco, ca"
"lipemaníaco, ca"
"lipodistrófico, ca"
"lipoideo, a"
"lipudo, da"
"lipídico, ca"
"liquidador, ra"
"lirado, da"
"liróforo, ra"
"lisbonés, sa"
"lisiado, da"
"liso, sa"
"lisonjeador, ra"
"lisonjero, ra"
"listado, da"
"listeado, da"
"listero, ra"
"listo, ta"
"listoco, ca"
"listonero, ra"
"lisérgico, ca"
"literario, ria"
"literato, ta"
"litigioso, sa"
"litiásico, ca"
"lito-, -lito"
"litofotográfico, ca"
"litofánico, ca"
"litográfico, ca"
"litológico, ca"
"litrarieo, a"
"litráceo, a"
"lituano, na"
"litófago, ga"
"litógrafo, fa"
"litólogo, ga"
"litúrgico, ca"
"liudo, da"
"liviano, na"
"livonio, nia"
"liásico, ca"
"llagador, ra"
"llagoso, sa"
"llamador, ra"
"llamativo, va"
"llaneador, ra"
"llanero, ra"
"llanisco, ca"
"llanito, ta"
"llano, na"
"llanquihuano, na"
"llantero, ra"
"llavero, ra"
"lleco, ca"
"llegado, da"
"llenador, ra"
"llenero, ra"
"lleno, na"
"llevadero, ra"
"llevador, ra"
"llorador, ra"
"lloroso, sa"
"llorón, na"
"llovedizo, za"
"llovioso, sa"
"lloviznoso, sa"
"lluviano, na"
"lluvioso, sa"
"lo, la"
"loador, ra"
"lobado, da"
"lobato, ta"
"lobeliáceo, a"
"lobero, ra"
"lobezno, na"
"lobo, ba"
"loboso, sa"
"lobulado, da"
"lobuno, na"
"locatario, ria"
"locativo, va"
"locato, ta"
"locero, ra"
"loco, ca"
"locomotor, ra"
"locrio, cria"
"locuelo, la"
"locutivo, va"
"locutor, ra"
"lodiento, ta"
"lodoso, sa"
"loganiáceo, a"
"logarítmico, ca"
"logorreico, ca"
"logrado, da"
"logrero, ra"
"logroñés, sa"
"logístico, ca"
"lojano, na"
"lojeño, ña"
"lolo, la"
"lombardo, da"
"lombriciento, ta"
"lombricultor, ra"
"lombárdico, ca"
"lomienhiesto, ta"
"lominhiesto, ta"
"lomoso, sa"
"lomudo, da"
"longevo, va"
"longilíneo, a"
"longincuo, cua"
"longo, ga"
"longobardo, da"
"longuísimo, ma"
"longánimo, ma"
"lopesco, ca"
"loquero, ra"
"loquesco, ca"
"loquinario, ria"
"lorantáceo, a"
"lorenés, sa"
"loretano, na"
"lorigado, da"
"loriguero, ra"
"loro, ra"
"lorquiano, na"
"lorquino, na"
"los, las"
"losino, na"
"lotero, ra"
"lotófago, ga"
"loxodrómico, ca"
"lozano, na"
"loíno, na"
"lubolo, la"
"lubricador, ra"
"lubricativo, va"
"lucaneño, ña"
"lucano, na"
"lucemburgués, sa"
"lucentino, na"
"lucentísimo, ma"
"lucenés, sa"
"lucero, ra"
"luchador, ra"
"lucharniego, ga"
"luciaco, ca"
"lucianesco, ca"
"lucido, da"
"lucidor, ra"
"luciferino, na"
"lucio, cia"
"lucrativo, va"
"lucroso, sa"
"luctuoso, sa"
"lucífero, ra"
"lucífugo, ga"
"ludio, dia"
"luengo, ga"
"lugareño, ña"
"lugués, sa"
"lujoso, sa"
"lujurioso, sa"
"luliano, na"
"lumbroso, sa"
"luminoso, sa"
"luminotécnico, ca"
"lumínico, ca"
"lunado, da"
"lunanco, ca"
"lunarejo, ja"
"lunario, ria"
"lunfardo, da"
"lunático, ca"
"lupanario, ria"
"lupino, na"
"luqués, sa"
"lusco, ca"
"lusetano, na"
"lusitano, na"
"lusitánico, ca"
"luso, sa"
"lustroso, sa"
"lutado, da"
"luterano, na"
"lutoso, sa"
"luxemburgués, sa"
"luético, ca"
"lácteo, a"
"láctico, ca"
"lánguido, da"
"láureo, a"
"lávico, ca"
"légrimo, ma"
"lépero, ra"
"lésbico, ca"
"léxico, ca"
"líbero, ra"
"líbico, ca"
"lícito, ta"
"líder, resa"
"lígrimo, ma"
"límpido, da"
"líneo, a"
"líquido, da"
"lírico, ca"
"lítico, ca"
"lívido, da"
"lóbrego, ga"
"lóbrigo, ga"
"lógico, ca"
"lúbrico, ca"
"lúcido, da"
"lúdico, ca"
"lúdicro, cra"
"lústrico, ca"
"lúteo, a"
"macabeo, a"
"macabro, bra"
"macaco, ca"
"macaneador, ra"
"macanudo, da"
"macareno, na"
"macarrónico, ca"
"macedonio, nia"
"macedón, na"
"macedónico, ca"
"macero, ra"
"maceteado, da"
"macetudo, da"
"machacador, ra"
"machacón, na"
"machadiano, na"
"machalero, ra"
"machaquero, ra"
"machazo, za"
"machero, ra"
"machetero, ra"
"machorro, rra"
"machucador, ra"
"machucho, cha"
"machuno, na"
"machío, a"
"macilento, ta"
"macizo, za"
"maclado, da"
"maco, ca"
"macondiano, na"
"macrobiótico, ca"
"macrocéfalo, la"
"macroeconómico, ca"
"macroscópico, ca"
"macruro, ra"
"macrófago, ga"
"macuco, ca"
"maculoso, sa"
"macuquino, na"
"maderero, ra"
"madoroso, sa"
"madrediosino, na"
"madrepórico, ca"
"madrero, ra"
"madrigado, da"
"madrigalesco, ca"
"madrileño, ña"
"madrinero, ra"
"madrugador, ra"
"madruguero, ra"
"madrugón, na"
"madurador, ra"
"madurativo, va"
"maduro, ra"
"maeso, sa"
"maestrado, da"
"maestro, tra"
"maeño, ña"
"mafioso, sa"
"mafufo, fa"
"magallánico, ca"
"magancés, sa"
"maganto, ta"
"magañoso, sa"
"magdalénico, ca"
"magistrado, da"
"magmático, ca"
"magnesiano, na"
"magnetizador, ra"
"magnetocalórico, ca"
"magnetoeléctrico, ca"
"magnetofónico, ca"
"magnificador, ra"
"magno, na"
"magnoliáceo, a"
"magnánimo, ma"
"magnésico, ca"
"magnético, ca"
"magnífico, ca"
"magnílocuo, cua"
"mago, ga"
"magro, gra"
"maguntino, na"
"magüeto, ta"
"maharón, na"
"mahleriano, na"
"mahometano, na"
"mahomético, ca"
"mahonés, sa"
"maiceado, da"
"maicero, ra"
"maipino, na"
"majadero, ra"
"majador, ra"
"majestoso, sa"
"majestuoso, sa"
"majo, ja"
"majorero, ra"
"malabárico, ca"
"malacatoso, sa"
"malacitano, na"
"malacológico, ca"
"malaconsejado, da"
"malacostumbrado, da"
"malacólogo, ga"
"malagradecido, da"
"malagueño, ña"
"malagués, sa"
"malandro, dra"
"malandrín, na"
"malasio, sia"
"malato, ta"
"malavenido, da"
"malaventurado, da"
"malayo, ya"
"malayo-polinesio, sia"
"malayopolinesio, sia"
"malbaratador, ra"
"malcarado, da"
"malcasado, da"
"malcomido, da"
"malconsiderado, da"
"malcontentadizo, za"
"malcontento, ta"
"malcriado, da"
"maldadoso, sa"
"maldecido, da"
"maldecidor, ra"
"maldispuesto, ta"
"maldito, ta"
"maldivo, va"
"maldoso, sa"
"maleador, ra"
"maleducado, da"
"malencarado, da"
"malenconioso, sa"
"malencólico, ca"
"malencónico, ca"
"malentretenido, da"
"malero, ra"
"malevo, va"
"malfadado, da"
"malfamado, da"
"malgastador, ra"
"malgeniado, da"
"malgenioso, sa"
"malhablado, da"
"malhadado, da"
"malhecho, cha"
"malhechor, ra"
"malhumorado, da"
"maliciador, ra"
"malicioso, sa"
"maligno, na"
"malino, na"
"malintencionado, da"
"mallequino, na"
"mallero, ra"
"mallorquín, na"
"malmandado, da"
"malmarriento, ta"
"malmatado, da"
"malmirado, da"
"malmodiento, ta"
"malnacido, da"
"malnutrido, da"
"malo, la"
"malojero, ra"
"maloso, sa"
"malparado, da"
"malpensado, da"
"malpigiáceo, a"
"malquisto, ta"
"malrotador, ra"
"malsano, na"
"malsufrido, da"
"malteado, da"
"maltraedor, ra"
"maltratador, ra"
"maltraído, da"
"maltrecho, cha"
"maltusiano, na"
"maltés, sa"
"maltón, na"
"malucho, cha"
"maluco, ca"
"malulo, la"
"malvado, da"
"malversador, ra"
"malvinero, ra"
"malváceo, a"
"malárico, ca"
"maléfico, ca"
"malévolo, la"
"mamado, da"
"mamador, ra"
"mamalón, na"
"mamantón, na"
"mamario, ria"
"mamarrachento, ta"
"mamarrachero, ra"
"mamarracho, cha"
"mambí, sa"
"mambís, sa"
"mamellado, da"
"mamelonado, da"
"mamoso, sa"
"mampato, ta"
"mamporrero, ra"
"mampostero, ra"
"mampuesto, ta"
"mamífero, ra"
"mamón, na"
"manadero, ra"
"manantío, a"
"manatieño, ña"
"mancarrón, na"
"mancebo, ba"
"mancelloso, sa"
"manchadizo, za"
"manchado, da"
"manchego, ga"
"manchoso, sa"
"mancilladero, ra"
"mancilloso, sa"
"manco, ca"
"mancuncho, cha"
"mandadero, ra"
"mandado, da"
"mandador, ra"
"mandarín, na"
"mandatario, ria"
"mandatorio, ria"
"mandrilador, ra"
"mandrinador, ra"
"manducador, ra"
"manducatorio, ria"
"mandón, na"
"manejado, da"
"manero, ra"
"maneto, ta"
"mangado, da"
"mangajón, na"
"manganzón, na"
"mangarrán, na"
"manglero, ra"
"mangoneador, ra"
"mangonero, ra"
"mangorrero, ra"
"manguero, ra"
"maniabierto, ta"
"maniaco, ca"
"maniaco-depresivo, va"
"manialbo, ba"
"maniblanco, ca"
"manicero, ra"
"manicorto, ta"
"manicuro, ra"
"manido, da"
"maniego, ga"
"manifacero, ra"
"manifestador, ra"
"manifestativo, va"
"manifiesto, ta"
"manigüero, ra"
"manijero, ra"
"manilargo, ga"
"manileño, ña"
"manilo, la"
"maniobrero, ra"
"manipulador, ra"
"manipulativo, va"
"maniqueo, a"
"manirroto, ta"
"manisero, ra"
"manito, ta"
"manivacío, a"
"manizaleño, ña"
"maniático, ca"
"mano, na"
"manolo, la"
"manométrico, ca"
"manoseador, ra"
"manresano, na"
"manriqueño, ña"
"mansejón, na"
"manso, sa"
"mansuefacto, ta"
"mansueto, ta"
"mansurrón, na"
"manteador, ra"
"mantecado, da"
"mantecoso, sa"
"mantenedor, ra"
"mantenido, da"
"mantequero, ra"
"mantequillero, ra"
"mantero, ra"
"manteño, ña"
"mantillón, na"
"mantuano, na"
"mantudo, da"
"mantés, sa"
"mantón, na"
"manudo, da"
"manuelino, na"
"manufacturero, ra"
"manumiso, sa"
"manumisor, ra"
"manuscrito, ta"
"manvacío, a"
"manzanero, ra"
"manzanillero, ra"
"manés, sa"
"maníaco, ca"
"maníaco-depresivo, va"
"maqueto, ta"
"maquiavélico, ca"
"maquilero, ra"
"maquillador, ra"
"maquinador, ra"
"marabino, na"
"maracaibero, ra"
"maracayero, ra"
"maraco, ca"
"maracucho, cha"
"maragato, ta"
"marantáceo, a"
"maraquero, ra"
"maratoniano, na"
"maratónico, ca"
"maravilloso, sa"
"marañero, ra"
"marañoso, sa"
"marcado, da"
"marcador, ra"
"marceador, ra"
"marcero, ra"
"marceño, ña"
"marchador, ra"
"marchamador, ra"
"marchante, ta"
"marchito, ta"
"marchoso, sa"
"marciano, na"
"marcido, da"
"marcio, cia"
"marcolador, ra"
"marcomano, na"
"mareado, da"
"mareador, ra"
"mareoso, sa"
"marero, ra"
"marfileño, ña"
"marfuz, za"
"margariteño, ña"
"marginado, da"
"margoso, sa"
"mariano, na"
"mariguanero, ra"
"marihuanero, ra"
"marimandón, na"
"marimbero, ra"
"marinado, da"
"marinerado, da"
"marinero, ra"
"marinesco, ca"
"marino, na"
"marinovio, via"
"mariposeador, ra"
"marisabidillo, lla"
"mariscador, ra"
"marismeño, ña"
"marisquero, ra"
"mariólogo, ga"
"marmellado, da"
"marmitón, na"
"marmoleado, da"
"marmoleño, ña"
"marmoroso, sa"
"marmárico, ca"
"marmóreo, a"
"maromero, ra"
"marqués, sa"
"marrajo, ja"
"marranchón, na"
"marrano, na"
"marrido, da"
"marroquinero, ra"
"marroquín, na"
"marrueco, ca"
"marrullero, ra"
"marsellés, sa"
"marshalés, sa"
"marso, sa"
"martagón, na"
"martiano, na"
"martillador, ra"
"martillero, ra"
"martirizador, ra"
"marujo, ja"
"marítimo, ma"
"masadero, ra"
"masatepino, na"
"mascabado, da"
"mascado, da"
"mascador, ra"
"mascarero, ra"
"mascujador, ra"
"masculino, na"
"masieno, na"
"masilio, lia"
"masilo, la"
"masivo, va"
"masorético, ca"
"masovero, ra"
"mastelero, ra"
"masticador, ra"
"masticatorio, ria"
"masticino, na"
"mastieno, na"
"mastodóntico, ca"
"mastoideo, a"
"mastológico, ca"
"mastozoólogo, ga"
"mastuerzo, za"
"masturbador, ra"
"masturbatorio, ria"
"mastín, na"
"mastólogo, ga"
"masílico, ca"
"masón, na"
"masónico, ca"
"mataco, ca"
"matado, da"
"matador, ra"
"matagalpino, na"
"mataguayo, ya"
"matalón, na"
"matancero, ra"
"mataperro, rra"
"mataronés, sa"
"matemático, ca"
"mateo, a"
"materno, na"
"matero, ra"
"matiego, ga"
"matizón, na"
"matonesco, ca"
"matoso, sa"
"matraco, ca"
"matrero, ra"
"matricero, ra"
"matriculado, da"
"matriculador, ra"
"matrimonesco, ca"
"matrono, na"
"matrón, na"
"matungo, ga"
"maturinés, sa"
"maturrango, ga"
"matutero, ra"
"matutino, na"
"matérico, ca"
"matón, na"
"maulero, ra"
"maulino, na"
"maullador, ra"
"mauloso, sa"
"maulón, na"
"mauriciano, na"
"mauritano, na"
"mauro, ra"
"mavorcio, cia"
"mayador, ra"
"mayagüezano, na"
"mayestático, ca"
"mayoral, la"
"mayorazgo, ga"
"mayordomo, ma"
"mayoritario, ria"
"mayéutico, ca"
"mayúsculo, la"
"mazacotudo, da"
"mazateco, ca"
"mazatleco, ca"
"mazonado, da"
"mazorquero, ra"
maître
"mañanero, ra"
"mañero, ra"
"maño, ña"
"mañoso, sa"
"meano, na"
"mecano, na"
"mecanoescrito, ta"
"mecanográfico, ca"
"mecanoscrito, ta"
"mecanuscrito, ta"
"mecanógrafo, fa"
"mecateado, da"
"mecedor, ra"
"mechero, ra"
"mechoso, sa"
"mechudo, da"
"meco, ca"
"mecánico, ca"
"medanoso, sa"
"mediado, da"
"mediador, ra"
"medianejo, ja"
"medianero, ra"
"mediano, na"
"mediatizador, ra"
"mediato, ta"
"medicamentoso, sa"
"medicastro, tra"
"mediceo, a"
"medicucho, cha"
"medidor, ra"
"mediero, ra"
"medinés, sa"
"medio, dia"
"meditabundo, da"
"meditador, ra"
"meditativo, va"
"mediterráneo, a"
"mediático, ca"
"medo, da"
"medrador, ra"
"medroso, sa"
"meduloso, sa"
"meduseo, a"
"mefistofélico, ca"
"mefítico, ca"
"megalítico, ca"
"megalómano, na"
"mego, ga"
"meigo, ga"
"mejicano, na"
"mejido, da"
"mejillonero, ra"
"melado, da"
"melanconioso, sa"
"melancólico, ca"
"melanesio, sia"
"melastomatáceo, a"
"melastomáceo, a"
"melcochero, ra"
"melcochoso, sa"
"melcochudo, da"
"meleno, na"
"melenudo, da"
"melero, ra"
"melgo, ga"
"melguizo, za"
"melificado, da"
"melifluo, flua"
"melindrero, ra"
"melindroso, sa"
"melino, na"
"meliorativo, va"
"melipillano, na"
"melismático, ca"
"meliáceo, a"
"mellado, da"
"mellizo, za"
"melodioso, sa"
"melodramático, ca"
"melonero, ra"
"meloso, sa"
"melánico, ca"
"melífero, ra"
"melódico, ca"
"melómano, na"
"membrado, da"
"membranoso, sa"
"membranáceo, a"
"membretado, da"
"membrudo, da"
"memo, ma"
"memorando, da"
"memorativo, va"
"memorialesco, ca"
"memorioso, sa"
"memoroso, sa"
"memorístico, ca"
"menciano, na"
"mendeliano, na"
"mendigo, ga"
"mendocino, na"
"mendoso, sa"
"meneador, ra"
"menesteroso, sa"
"menestral, la"
"menfítico, ca"
"mengano, na"
"menguado, da"
"meningítico, ca"
"menino, na"
"menipeo, a"
"menispermáceo, a"
"menopáusico, ca"
"menorero, ra"
"menorquín, na"
"menoscabador, ra"
"menospreciador, ra"
"menospreciativo, va"
"mensafónico, ca"
"mensajero, ra"
"menso, sa"
"menstruo, trua"
"menstruoso, sa"
"mensurador, ra"
"mensurativo, va"
"mentado, da"
"mentecapto, ta"
"mentecato, ta"
"mentesano, na"
"mentido, da"
"mentiroso, sa"
"mentolado, da"
"mentor, ra"
"menudero, ra"
"menudo, da"
"menés, sa"
"meníngeo, a"
"meolludo, da"
"mequetrefe, fa"
"mercader, ra"
"mercadológico, ca"
"mercador, ra"
"mercadotécnico, ca"
"mercadólogo, ga"
"mercantesco, ca"
"mercantivo, va"
"mercedario, ria"
"mercenario, ria"
"mercendero, ra"
"mercero, ra"
"merchaniego, ga"
"merchero, ra"
"merculino, na"
"mercurioso, sa"
"mercúrico, ca"
"merdellón, na"
"merdoso, sa"
"merecedor, ra"
"merenguero, ra"
"meretricio, cia"
"meridano, na"
"merideño, ña"
"meridiano, na"
"merinero, ra"
"merino, na"
"meritorio, ria"
"meritísimo, ma"
"mermador, ra"
"mero, ra"
"merodeador, ra"
"merolico, ca"
"merovingio, gia"
"mesaraico, ca"
"mesareico, ca"
"meseguero, ra"
"mesentérico, ca"
"mesero, ra"
"mesetario, ria"
"meseteño, ña"
"mesingo, ga"
"mesiánico, ca"
"mesmo, ma"
"mesoamericano, na"
"mesocrático, ca"
"mesocéfalo, la"
"mesodérmico, ca"
"mesolítico, ca"
"mesonero, ra"
"mesopotámico, ca"
"mesotrófico, ca"
"mesozoico, ca"
"mesquino, na"
"mestenco, ca"
"mesteño, ña"
"mestizo, za"
"mesto, ta"
"mesturero, ra"
"mesurado, da"
"metabólico, ca"
"metacarpiano, na"
"metacéntrico, ca"
"metafito, ta"
"metafísico, ca"
"metafórico, ca"
"metalado, da"
"metalero, ra"
"metalingüístico, ca"
"metalino, na"
"metaliterario, ria"
"metalizado, da"
"metalográfico, ca"
"metalífero, ra"
"metalúrgico, ca"
"metamórfico, ca"
"metanero, ra"
"metapsíquico, ca"
"metastásico, ca"
"metatarsiano, na"
"metatero, ra"
"meteco, ca"
"metedor, ra"
"meteorológico, ca"
"meteorítico, ca"
"meteorólogo, ga"
"meteórico, ca"
"meticuloso, sa"
"meticón, na"
"metido, da"
"metijón, na"
"metodológico, ca"
"metonímico, ca"
"metrificador, ra"
"metrológico, ca"
"metropolitano, na"
"metrólogo, ga"
"metáfito, ta"
"metálico, ca"
"metílico, ca"
"metódico, ca"
"mexicano, na"
"mezcalero, ra"
"mezclador, ra"
"mezquino, na"
"meón, na"
"miador, ra"
"miasmático, ca"
"michino, na"
"micho, cha"
"michoacano, na"
"mico, ca"
"micológico, ca"
"micrero, ra"
"microbiano, na"
"microbiológico, ca"
"microbiólogo, ga"
"microbusero, ra"
"microcéfalo, la"
"microeconómico, ca"
"microfilmador, ra"
"microfotográfico, ca"
"microfónico, ca"
"micrográfico, ca"
"micrométrico, ca"
"micronesio, sia"
"microscópico, ca"
"micrógrafo, fa"
"micáceo, a"
"micénico, ca"
"micólogo, ga"
"midriático, ca"
"miedoso, sa"
"mielero, ra"
"mielgo, ga"
"mielínico, ca"
"mielítico, ca"
"migratorio, ria"
"migrañoso, sa"
"miguelangelesco, ca"
"migueleño, ña"
"miguero, ra"
"milagrero, ra"
"milagriento, ta"
"milagroso, sa"
"milanés, sa"
milara
"milbillonésimo, ma"
"milenario, ria"
"mileno, na"
"milesio, sia"
"miliario, ria"
"miliciano, na"
"milimétrico, ca"
"millonario, ria"
"millonésimo, ma"
"milmillonésimo, ma"
"milonguero, ra"
"milpero, ra"
"miltrillonésimo, ma"
"milésimo, ma"
"mimado, da"
"mimador, ra"
"mimbrero, ra"
"mimbreño, ña"
"mimbroso, sa"
"mimetizado, da"
"mimoso, sa"
"mimosáceo, a"
"mimético, ca"
"mimógrafo, fa"
"minador, ra"
"mindango, ga"
"mineralizador, ra"
"mineralógico, ca"
"minero, ra"
"mingitorio, ria"
"minguero, ra"
"minifaldero, ra"
"minimizador, ra"
"minino, na"
"ministrador, ra"
"ministro, tra"
"minoico, ca"
"minorativo, va"
"minoritario, ria"
"mintroso, sa"
"minuano, na"
"minucioso, sa"
"minusválido, da"
"minuto, ta"
"minúsculo, la"
"mioceno, na"
"mioclónico, ca"
"miocárdico, ca"
"miraculoso, sa"
"mirado, da"
"mirador, ra"
"mirandino, na"
"mirandés, sa"
"miristicáceo, a"
"mirmecológico, ca"
"mirmecólogo, ga"
"mironiano, na"
"mirrado, da"
"mirrino, na"
"mirsináceo, a"
"mirtino, na"
"mirtáceo, a"
"mirífico, ca"
"mirón, na"
"misantrópico, ca"
"misceláneo, a"
"miserando, da"
"misericordioso, sa"
"miserioso, sa"
"misero, ra"
"misio, sia"
"misionario, ria"
"misionero, ra"
"misivo, va"
"mismo, ma"
"misquito, ta"
"mistagógico, ca"
"misterioso, sa"
"misticón, na"
"mistificador, ra"
"mistilíneo, a"
"misto, ta"
"misturero, ra"
"mistérico, ca"
"misándrico, ca"
"misántropo, pa"
"misérrimo, ma"
"misógino, na"
"mitigador, ra"
"mitigativo, va"
"mitigatorio, ria"
"mitinero, ra"
"mitinesco, ca"
"mitológico, ca"
"mitotero, ra"
"mitrado, da"
"mituano, na"
"mitógrafo, fa"
"mitólogo, ga"
"mitómano, na"
"mitótico, ca"
"miureño, ña"
"mixteco, ca"
"mixtificador, ra"
"mixtilíneo, a"
"mixto, ta"
"mixturero, ra"
"mizo, za"
"mizqueño, ña"
"mnemotécnico, ca"
"mnemónico, ca"
"mobiliario, ria"
"mocano, na"
"mocete, ta"
"mocetón, na"
"mochilero, ra"
"mocho, cha"
"mocoano, na"
"mocoso, sa"
"modelador, ra"
"modenés, sa"
"moderado, da"
"moderador, ra"
"moderativo, va"
"moderatorio, ria"
"modernizador, ra"
"moderno, na"
"modesto, ta"
"modificador, ra"
"modificativo, va"
"modificatorio, ria"
"modorro, rra"
"modoso, sa"
"modulado, da"
"modulador, ra"
"moduloso, sa"
"modélico, ca"
"mofador, ra"
"mofletudo, da"
"mogato, ta"
"mogo, ga"
"mogol, la"
"mogollón, na"
"moguereño, ña"
"mogólico, ca"
"mogón, na"
"mohatrero, ra"
"mohatrón, na"
"moheño, ña"
"mohicano, na"
"mohiento, ta"
"mohoso, sa"
"mohíno, na"
"mojado, da"
"mojador, ra"
"mojeño, ña"
"mojigato, ta"
"molacho, cha"
"moldavo, va"
"moldeador, ra"
"moledero, ra"
"moledor, ra"
"molendero, ra"
"molestador, ra"
"molesto, ta"
"molestoso, sa"
"moleño, ña"
"molificativo, va"
"molinero, ra"
"molinés, sa"
"molitivo, va"
"mollejo, ja"
"mollendino, na"
"molletero, ra"
"molletudo, da"
"mollicio, cia"
"mollino, na"
"moloso, sa"
"molso, sa"
"molturador, ra"
"molón, na"
"momeador, ra"
"momentáneo, a"
"momero, ra"
"momio, mia"
"monaguillo, lla"
"mondador, ra"
"mondo, da"
"mondonguero, ra"
"monedero, ra"
"monegasco, ca"
"monesco, ca"
"monetario, ria"
"monfortino, na"
"mongo, ga"
"mongol, la"
"mongólico, ca"
"monicaco, ca"
"monimiáceo, a"
"monitor, ra"
"monitorio, ria"
"monje, ja"
"mono, na"
"monoansado, da"
"monocatenario, ria"
"monoclamídeo, a"
"monoclínico, ca"
"monocotiledón, na"
"monocotiledóneo, a"
"monocromo, ma"
"monocromático, ca"
"monofilo, la"
"monofonemático, ca"
"monofásico, ca"
"monofónico, ca"
"monográfico, ca"
"monogámico, ca"
"monoico, ca"
"monoinsaturado, da"
"monolítico, ca"
"monomaniaco, ca"
"monomaniático, ca"
"monomaníaco, ca"
"monopolizador, ra"
"monopolístico, ca"
"monopétalo, la"
"monopólico, ca"
"monorrimo, ma"
"monorrítmico, ca"
"monosabio, bia"
"monosilábico, ca"
"monospermo, ma"
"monostrófico, ca"
"monosépalo, la"
"monosílabo, ba"
"monotemático, ca"
"monovero, ra"
"monstruoso, sa"
"montado, da"
"montador, ra"
"montano, na"
"montañero, ra"
"montañoso, sa"
"montañés, sa"
"montecristeño, ña"
"montenegrino, na"
"montepiado, da"
"monterero, ra"
"montereño, ña"
"monteriano, na"
"montero, ra"
"montesino, na"
"montevideano, na"
"montillano, na"
"montoreño, ña"
"montoso, sa"
"montubio, bia"
"montuno, na"
"montuoso, sa"
"montuvio, via"
"monuelo, la"
"monzónico, ca"
"monárquico, ca"
"monástico, ca"
"monóculo, la"
"monódico, ca"
"monógamo, ma"
"monóptero, ra"
"monótono, na"
"moqueguano, na"
"moquehuano, na"
"moracho, cha"
"morado, da"
"morador, ra"
"moralizador, ra"
"moratiniano, na"
"moravo, va"
"morboso, sa"
"morbífico, ca"
"morcillero, ra"
"morcillo, lla"
"morcillón, na"
"mordedor, ra"
"mordelón, na"
"mordicativo, va"
"mordido, da"
"moreliano, na"
"morellano, na"
"moreno, na"
"morfinómano, na"
"morfo-, -morfo, fa"
"morfofonológico, ca"
"morfológico, ca"
"morfosintáctico, ca"
"morfólogo, ga"
"morganático, ca"
"moribundo, da"
"moridor, ra"
